total_bytes_transferidos,taxa_de_bits_por_segundo,jitter,total_pacotes_perdidos,porcentagem_pacotes_perdidos
1102366756,8813883348.61617,0.024388441657383263,0,0
1240353864,9922701978.270395,0.005590229966245743,0,0
1240165956,9921446512.2233,0.005825536337593488,0,0
1233866564,9866453645.4846,0.006121082108439166,0,0
1239772244,9922752165.340685,0.0058278865391481974,0,0
1240219644,9921737045.02519,0.005475638583073406,0,0
1232139600,9857146176.58482,0.00798773241358369,0,0
1240335968,9922617954.774025,0.005965480945543016,4038,2.8306251489618237
1240810212,9921917329.781477,0.00564346888649145,22193,13.796297447501585
1234841896,9883241684.39018,0.005278150973948369,440,0.31782262608168044
1619588,9169641578.23783,0.006604763285869124,0,0
