total_bytes_transferidos,taxa_de_bits_por_segundo,jitter,total_pacotes_perdidos,porcentagem_pacotes_perdidos
1021190500,8161036670.050916,0.01956756720307404,0,0
1239969100,9922282869.715776,0.005532320912952723,0,0
1240622304,9922547654.99492,0.00621552598963322,0,0
1240013840,9922571665.88648,0.019024507630310435,0,0
1239745400,9917963200,0.006193651880980022,0,0
1240094372,9920705305.110287,0.005832094791722714,0,0
1239512752,9915864421.30626,0.006214007460481657,0,0
1240201748,9921931562.151754,0.007014246386897102,5247,3.647600244702742
1240273332,9922216226.50868,0.0069843077661811,0,0
1239620128,9916881817.642786,0.0058411691421234565,0,0
742684,9902452862.99206,0.0060513867099462266,0,0
