total_bytes_transferidos,taxa_de_bits_por_segundo,jitter,total_pacotes_perdidos,porcentagem_pacotes_perdidos
1078726140,8620861051.717716,0.007070812426012422,6,0.004976733769626994
1240318072,9922535113.13311,0.017133806409223153,0,0
1232103808,9863873309.39063,0.00563400325676853,18212,11.681247915437309
1240282280,9922397223.926035,0.005741203924787357,0,0
1241212872,9922598683.167255,0.005949276935984404,0,0
1240318072,9922524467.42943,0.00578633299447537,0,0
1231047944,9855420361.95201,0.006437670470119358,941,0.6793291894974697
1240291228,9922409074.50354,0.00720130987735646,0,0
1240327020,9922586588.38756,0.00532359635555662,0,0
1236103564,9881634572.03625,0.00611241880704371,448,0.3232533137072393
1011124,9876669011.58649,0.006266155500996585,0,0
