CPU_0,CPU_1,CPU_2,CPU_3
5.45,52.11,68.04,0.0
5.56,52.0,69.61,0.0
5.56,53.42,72.55,0.0
5.45,52.05,64.58,0.0
3.77,52.78,64.21,0.0
7.27,52.0,65.62,0.0
7.27,53.42,65.26,0.0
