total_bytes_transferidos,taxa_de_bits_por_segundo,jitter,total_pacotes_perdidos,porcentagem_pacotes_perdidos
1056544048,8443604405.08805,0.008623241401256154,0,0
1239709608,9922568591.257866,0.005989790517646717,0,0
1237320492,9893538505.37177,0.00546060820814264,408,0.294187631140626
1239682764,9922393378.0686,0.03228198580554503,0,0
1240729680,9921105505.55656,0.02082366671900027,0,0
1237597880,9905587279.493206,0.005425340806461347,178,0.12853099185488995
1240309124,9922472992,0.013314501570757442,0,0
1240335968,9922707852.94221,0.0055139306678101165,0,0
1240327020,9922566479.791777,0.00510403954016358,0,0
1240935484,9922641198.09451,0.017612372285064945,0,0
170012,7771977419.97749,0.00991273170252227,0,0
